time,x,y,z
29:08.3,0.4766,0.88615,-1.055
29:08.5,0.34967,0.82508,-1.07416
29:08.7,0.46702,0.83107,-1.03584
29:08.9,0.37601,0.91968,-1.1017
29:09.1,0.36164,0.83825,-1.055
29:09.3,0.40595,0.91968,-1.02387
29:09.5,0.47181,0.83466,-1.02506
29:09.7,0.45744,0.84184,-1.13883
29:09.9,0.39637,0.86579,-1.12446
29:10.1,0.44547,0.89813,-1.0071
29:10.3,0.44427,0.85741,-1.09572
29:10.5,0.44547,0.94483,-1.02985
29:10.7,0.3844,0.84544,-1.05859
29:10.9,0.49576,0.82029,-1.07775
29:11.1,0.37482,0.90172,-1.07057
29:11.3,0.46104,0.82867,-1.06219
29:11.5,0.40475,0.8646,-1.08614
29:11.7,2.84288,7.5455,-3.95178
29:11.9,0.19279,-0.18681,-1.2945
29:12.1,0.13771,0.92088,0.02395
29:12.3,-0.88136,-1.13883,0.66701
29:12.5,0.61911,0.9125,-1.54478
29:12.7,0.79993,0.20477,-1.61663
29:12.9,1.44419,1.11009,-1.79147
29:13.1,0.37841,1.41545,-2.53512
29:13.3,-1.59388,1.65495,-1.16996
29:13.5,-1.15439,0.67898,-0.6227
29:13.7,1.93876,0.31494,-0.92926
29:13.9,0.50534,0.6718,-0.44547
29:14.1,1.22984,2.62613,-7.75148
29:14.3,0.90292,2.692,-1.04901
29:14.5,1.20708,1.16158,-0.85382
29:14.7,0.17004,0.93645,-1.84177
29:14.9,-0.4311,-0.19758,-2.92671
29:15.1,0.01317,1.06937,-1.12565
29:15.3,0.24429,0.94603,-1.01429
29:15.5,0.30416,0.96519,-1.30169
29:15.7,0.673,0.96878,-0.60474
29:15.9,0.22992,0.91369,-1.08494
29:16.1,0.27782,0.87418,-0.93525
29:16.3,0.66701,0.83825,-1.32324
29:16.5,0.21195,0.79873,-1.17116
29:16.7,0.21674,0.93765,-1.23343
29:16.9,-0.02155,0.7688,-1.41186
29:17.1,0.88495,0.49217,-2.02858
29:17.3,1.89326,-1.11368,0.82747
29:17.5,-0.37721,1.25259,-3.54822
29:17.7,2.595,1.01069,-2.03337
29:17.9,0.21794,0.99632,-2.09204
29:18.1,0.1916,1.03943,-3.74341
29:18.3,-0.21435,0.81071,-1.45138
29:18.5,0.36164,1.20349,-1.41306
29:18.7,0.44307,0.82149,-1.35438
29:18.9,0.68138,1.12326,-1.29331
29:19.1,1.09452,1.05261,-1.56634
29:19.3,-0.17483,0.80831,-2.97461
29:19.5,-0.05628,1.08614,-1.37593
29:19.7,1.45617,0.88735,1.25738
29:19.9,0.75562,0.90172,-1.74237
29:20.1,-0.87777,0.98555,-2.13516
29:20.3,-0.63707,-0.00359,-1.21786
29:20.5,1.07416,1.67172,-1.6322
29:20.7,0.25866,-0.35805,-0.92687
29:20.9,0.85741,1.59747,-1.46575
29:21.1,0.45146,0.41553,-1.17595
29:21.3,0.74604,0.6694,-1.30049
29:21.5,0.68617,0.75443,-1.34959
29:21.7,0.51373,0.72569,-1.20589
29:21.9,0.46583,0.5748,-1.2011
29:22.1,0.63707,0.71132,-1.36037
29:22.3,0.64545,0.69695,-1.24541
29:22.5,0.60114,0.72569,-1.3915
29:22.7,0.6227,0.94723,-1.37713
29:22.9,0.50534,0.73287,-1.41904
29:23.1,0.65024,0.73646,-1.37953
29:23.3,0.74006,0.74365,-1.36276
29:23.5,0.60354,0.69814,-1.31726
29:23.7,0.56522,0.59037,-1.23942
29:23.9,0.49576,0.76041,-1.3939
29:24.1,0.69814,0.82029,-1.41186
29:24.3,0.73646,0.75682,-1.31486
29:24.5,0.75323,0.88256,-1.38911
29:24.7,0.65623,0.69096,-1.28852
29:24.9,0.51253,0.47062,-1.24541
29:25.1,0.60354,0.958,-1.47892
29:25.3,0.48618,0.82747,-1.47054
29:25.5,0.61552,0.43469,-1.1496
29:25.7,0.56881,0.71132,-1.28971
29:25.9,0.51253,0.78317,-1.25738
29:26.1,0.46223,0.65863,-1.19391
29:26.3,0.56282,0.56642,-1.3424
29:26.5,0.56402,0.75682,-1.41904
29:26.7,0.60713,0.53528,-1.27055
29:26.9,0.73527,0.78317,-1.38432
29:27.1,0.51013,0.6251,-1.24062
29:27.3,0.56761,0.74485,-1.41665
29:27.5,0.75682,0.65144,-1.37713
29:27.7,0.56881,0.77239,-1.38192
29:27.9,0.49097,0.66821,-1.152
29:28.2,0.67419,0.65503,-1.30169
29:28.4,0.56402,0.64785,-1.2466
29:28.6,0.56282,0.77239,-1.32085
29:28.8,0.64066,0.59755,-1.29929
29:29.0,0.63827,0.66461,-1.37953
29:29.2,0.63947,0.65743,-1.20948
29:29.4,0.82867,1.02626,-1.62142
29:29.6,0.3808,0.61073,-1.31127
29:29.8,0.43349,0.4766,-1.23104
29:30.0,0.41912,0.4778,-1.31606
29:30.2,0.57001,0.56881,-1.49808
29:30.4,0.60953,0.88735,-1.47173
29:30.6,0.37482,0.77598,-1.33163
29:30.8,0.64066,0.7676,-1.26816
29:31.0,0.63228,0.61791,-1.21786
29:31.2,0.59635,0.4287,-1.31726
29:31.4,0.69096,0.65982,-1.43341
29:31.6,0.46942,0.70892,-1.18553
29:31.8,0.42511,0.59156,-1.26217
29:32.0,0.56282,0.65623,-1.21906
29:32.2,0.38799,0.63468,-1.44659
29:32.4,0.68976,0.55085,-1.32085
29:32.6,0.60114,0.93286,-1.57352
29:32.8,0.58677,0.82268,-1.29929
29:33.0,0.51133,0.35206,-1.13523
29:33.2,0.74844,1.13284,-1.54478
29:33.4,0.50175,0.30416,-1.3448
29:33.6,0.72569,0.65024,-1.32444
29:33.8,0.53648,0.53289,-1.23104
29:34.0,0.46343,0.83346,-1.21666
29:34.2,0.46942,0.7652,-1.29091
29:34.4,0.83825,1.67531,-1.39988
29:34.6,0.40356,-0.2862,-1.17475
29:34.8,0.2838,0.08741,-1.65136
29:35.0,0.37601,1.58789,-1.35917
29:35.2,0.50774,0.3832,-1.33043
29:35.4,0.3365,0.87418,-1.38551
29:35.6,0.27662,0.27662,-1.42024
29:35.8,0.58558,0.70293,-1.46934
29:36.0,0.66461,0.65264,-1.631
29:36.2,0.53648,0.5736,-1.45617
29:36.4,0.81191,1.20589,-1.56873
29:36.6,0.3832,0.39278,-1.27534
29:36.8,0.67659,0.79275,-1.60226
29:37.0,0.51013,0.73048,-1.45497
29:37.2,0.5736,0.7676,-0.96519
29:37.4,0.70653,0.62989,-1.06937
29:37.6,0.60593,0.6706,-1.28373
29:37.8,0.45625,0.91968,-1.42024
29:38.0,0.45026,0.47301,-1.31606
29:38.2,0.69814,1.09572,-1.61903
29:38.4,0.40236,0.29458,-1.42144
29:38.6,0.31374,0.79634,-1.19631
29:38.8,0.72928,0.29937,-1.47054
29:39.0,1.37953,1.11488,-1.58789
29:39.2,0.13172,0.54247,-1.27415
29:39.4,0.64426,0.98195,-1.83698
29:39.6,-2.37825,1.59149,4.22361
29:39.8,1.00351,0.68856,-1.31007
29:40.0,0.48139,0.99632,-1.44898
29:40.2,2.38304,0.73048,-0.99153
29:40.4,-0.27662,1.0071,-1.46814
29:40.6,-0.24189,0.54845,-0.74724
29:40.8,0.39038,0.19279,-2.20581
29:41.0,-0.57839,0.35446,0.30895
29:41.2,1.64298,-0.28859,-2.50399
29:41.4,0.5245,0.84304,-2.65966
29:41.6,0.10418,-0.10178,-2.62254
29:41.8,0.84304,-0.08981,0.57959
29:42.0,1.64657,0.04191,-1.21307
29:42.2,0.36404,-0.16884,-2.57344
29:42.4,0.03353,1.25259,-1.86452
29:42.6,0.17483,1.51724,-1.32444
29:42.8,15.64786,7.37905,-0.30057
29:43.0,-1.44419,0.69335,-1.32205
29:43.2,0.59755,1.346,-2.13995
29:43.4,1.41785,0.958,-2.86683
29:43.6,1.63939,0.39517,-3.86196
29:43.8,1.30528,0.55803,-0.32452
29:44.0,0.17124,0.82628,-1.88488
29:44.2,0.29219,0.70533,-2.85366
29:44.4,0.19758,0.66461,-1.69327
29:44.6,0.43948,0.59037,-1.03464
29:44.8,0.45744,1.15679,-1.35558
29:45.0,0.43349,0.81909,-0.9616
29:45.2,0.25746,0.19758,-1.23702
29:45.4,0.07544,1.20589,-2.1148
29:45.6,0.65743,1.04901,-1.47652
29:45.8,0.48379,0.75323,-0.77718
29:46.0,-0.45026,2.31598,-2.60937
29:46.2,0.81071,0.63587,-1.20708
29:46.4,0.59516,0.65623,-1.152
29:46.6,0.87537,0.19639,-1.72561
29:46.8,0.61791,2.92072,-5.72768
29:47.0,0.59516,0.66821,-0.73766
29:47.2,0.77598,0.35446,-1.34839
29:47.4,0.46104,1.17475,-1.85494
29:47.6,0.59396,0.70892,-1.40707
29:47.8,0.92807,0.48858,-1.16637
29:48.0,0.59516,0.46223,-1.22625
29:48.2,0.69096,0.4299,-1.8729
29:48.4,0.49217,1.31486,-1.08733
29:48.6,0.25147,0.62869,-1.4382
29:48.8,0.59156,0.90531,-1.33282
29:49.0,0.62031,0.94244,-1.3448
29:49.2,0.67898,0.53408,-0.97836
29:49.4,0.67779,0.88136,-1.18792
29:49.6,0.79993,0.75802,-1.31127
29:49.8,0.60354,0.81071,-1.40587
29:50.0,0.74724,0.69934,-1.53281
29:50.2,0.67539,0.74006,-1.36276
29:50.4,0.77598,0.576,-1.41306
29:50.6,0.72449,0.6227,-1.11488
29:50.8,0.69934,0.90411,-1.55197
29:51.0,0.72928,0.93166,-1.52562
29:51.2,0.74604,0.6227,-0.96519
29:51.4,0.72928,1.28013,-1.21307
29:51.6,0.65982,0.75083,-1.25499
29:51.8,0.52331,0.95202,-1.27055
29:52.0,0.6239,0.673,-1.19391
29:52.2,0.36404,0.75323,-0.93884
29:52.4,0.83586,0.58079,-1.03584
29:52.6,0.71611,1.1508,-1.3927
29:52.8,0.72209,0.82508,-1.12925
29:53.0,0.59516,0.82867,-1.14362
29:53.2,0.80352,0.19998,-0.89932
29:53.4,0.59516,1.06817,-1.76991
29:53.6,0.73646,0.59276,-1.23822
29:53.8,0.74604,0.63587,-1.2945
29:54.0,0.61671,0.76401,-1.40827
29:54.2,0.69216,0.8143,-1.41665
29:54.4,0.60953,0.93166,-1.67052
29:54.7,0.65863,0.69216,-1.46215
29:54.9,0.9113,0.58558,-1.31486
29:55.1,0.65144,0.64066,-1.51365
29:55.3,0.72329,0.78317,-1.40587
29:55.5,0.70293,0.84304,-1.51604
29:55.7,0.53049,0.77239,-1.31845
29:55.9,0.47062,1.20828,-1.11967
29:56.1,0.66342,0.87178,-1.46575
29:56.3,0.58797,0.92567,-1.16158
29:56.5,0.77239,0.52091,-1.45138
29:56.7,0.61791,0.79993,-1.21427
29:56.9,0.30416,0.72808,-1.28612
29:57.1,0.71491,0.60953,-1.53401
29:57.3,0.48978,0.93884,-1.02267
29:57.5,0.64066,0.92447,-0.75802
29:57.7,0.58558,0.76999,-1.41545
29:57.9,0.67659,0.88495,-1.17954
29:58.1,0.64306,0.7185,-1.32684
29:58.3,0.67659,0.85502,-1.55197
29:58.5,0.85023,0.65982,-1.03105
29:58.7,0.57959,0.82987,-1.04901
29:58.9,0.72808,0.75323,-0.97477
29:59.1,0.65743,0.68018,-1.61903
29:59.3,0.8143,0.7173,-1.50167
29:59.5,0.59875,0.67659,-1.69926
29:59.7,0.68377,0.61911,-1.6346
29:59.9,0.73886,0.71371,-1.14122
30:00.1,0.30656,1.41306,-1.19152
30:00.3,0.958,0.32572,-1.65016
30:00.5,0.78317,0.66461,-1.33522
30:00.7,0.57959,0.8155,-1.17355
30:00.9,0.98914,0.89573,-1.02506
30:01.1,0.42631,1.00231,-1.07416
30:01.3,0.71251,0.4802,-1.43341
30:01.5,0.37601,0.64665,-1.99984
30:01.7,0.80233,0.27063,-1.67531
30:01.9,0.60593,0.87537,-1.1975
30:02.1,0.58558,0.80352,-1.28013
30:02.3,0.52929,0.94363,-1.28373
30:02.5,0.73886,0.5245,-1.2957
30:02.7,0.47181,1.02147,-1.25499
30:02.9,0.66102,0.84544,-1.37354
30:03.1,0.63228,0.79035,-1.47892
30:03.3,0.673,0.84544,-1.45856
30:03.5,0.65024,0.90651,-1.20349
30:03.7,0.673,0.71491,-1.54239
30:03.9,0.66701,0.76161,-1.40228
30:04.1,0.75922,0.78317,-1.25978
30:04.3,0.72209,0.77718,-1.15918
30:04.5,0.61432,0.74844,-1.31247
30:04.7,0.64066,0.75682,-1.31366
30:04.9,0.72688,0.73527,-1.28492
30:05.1,0.68138,0.74604,-1.19391
30:05.3,0.61073,0.7173,-1.30169
30:05.5,0.576,0.8634,-1.34959
30:05.7,0.74724,0.67419,-1.46934
30:05.9,0.87298,0.57001,-0.93765
30:06.1,0.57121,0.94004,-1.58909
30:06.3,0.53528,0.92567,-1.20708
30:06.5,0.6215,0.78436,-1.3927
30:06.7,0.72329,0.78915,-1.24541
30:06.9,0.58079,0.63707,-1.03584
30:07.1,0.6227,0.86939,-1.32205
30:07.3,0.69096,0.83945,-1.37833
30:07.5,0.72209,0.88495,-1.52682
30:07.7,0.64306,0.70174,-1.42024
30:07.9,0.62629,0.88016,-1.26936
30:08.1,0.83226,0.73287,-1.35797
30:08.3,0.56043,0.80472,-1.23463
30:08.5,0.57839,0.92807,-1.4382
30:08.7,0.65384,0.8143,-1.55436
30:08.9,0.68377,0.72688,-1.46215
30:09.1,0.54726,0.87897,-1.44898
30:09.3,0.64905,0.71251,-1.36755
30:09.5,0.66821,0.79275,-1.09931
30:09.7,0.59875,0.87537,-0.97836
30:09.9,0.66581,0.78796,-1.37833
30:10.1,0.64665,0.79514,-1.23702
30:10.3,0.67779,0.85023,-1.28732
30:10.5,0.60593,0.71132,-1.30408
30:10.7,0.63468,0.71611,-1.54119
30:10.9,0.69455,0.89693,-1.46335
30:11.1,0.68138,0.64545,-1.46575
30:11.3,0.65503,0.89334,-1.42503
30:11.5,0.68976,0.67419,-1.27175
30:11.7,0.861,0.6694,-1.20948
30:11.9,0.61312,0.89214,-1.18912
30:12.1,0.64665,0.60713,-1.42024
30:12.3,0.70772,0.71012,-1.47413
30:12.5,0.57121,0.9616,-1.55676
30:12.7,0.63348,0.64066,-1.07057
30:12.9,0.74125,0.77598,-1.18792
30:13.1,0.66342,0.87418,-1.23822
30:13.3,0.78197,0.84304,-1.25738
30:13.5,0.59635,0.68617,-1.24301
30:13.7,0.63707,1.03943,-1.3927
30:13.9,0.69096,0.73167,-1.46335
30:14.1,0.68018,0.75323,-1.19152
30:14.3,0.76999,0.72808,-1.51125
30:14.5,0.7676,0.59875,-1.22984
30:14.7,0.76041,0.68138,-1.33402
30:14.9,0.64066,0.82747,-1.30289
30:15.1,0.63707,0.86699,-1.36635
30:15.3,0.74604,0.8622,-1.22744
30:15.5,0.53169,0.82987,-1.27055
30:15.7,0.5748,0.70533,-1.09332
30:15.9,0.65384,0.77957,-1.09931
30:16.1,0.68737,0.73527,-1.23104
30:16.3,0.94842,0.32452,-1.08614
30:16.5,0.87897,0.53768,-1.03464
30:16.7,0.68976,0.86699,-1.13044
30:16.9,0.70533,0.68258,-1.31007
30:17.1,0.58558,0.73766,-1.34719
30:17.3,0.77598,0.80951,-1.35318
30:17.5,0.67659,0.73407,-1.36396
30:17.7,0.78796,0.64186,-1.11847
30:17.9,0.4802,0.52929,-1.00351
30:18.1,0.77478,0.70293,-1.15918
30:18.3,0.59396,0.72449,-1.39629
30:18.5,0.73646,0.66342,-1.46455
30:18.7,0.51732,0.85142,-1.41904
30:18.9,0.69216,0.84424,-1.52682
30:19.1,0.75323,0.58917,-1.21786
30:19.3,1.02866,0.87657,-1.2969
30:19.6,0.73527,0.66701,-1.28373
30:19.8,0.69934,0.78796,-1.24421
30:20.0,0.70533,0.77957,-1.31486
30:20.2,0.73407,0.83466,-1.35198
30:20.4,0.56522,0.77838,-1.41785
30:20.6,0.64545,0.83586,-1.14721
30:20.8,0.75443,0.72329,-1.2969
30:21.0,0.61671,0.83226,-1.27175
30:21.2,0.66581,0.73886,-1.37234
30:21.4,0.59396,0.76161,-1.23104
30:21.6,0.66342,0.79514,-1.23942
30:21.8,0.6706,0.79634,-1.40946
30:22.0,0.57121,0.94723,-1.36995
30:22.2,0.66581,0.8131,-1.35917
30:22.4,0.71371,0.82628,-1.37474
30:22.6,0.58558,0.80712,-1.32923
30:22.8,0.69096,0.71371,-1.26457
30:23.0,0.75562,0.7652,-1.23822
30:23.2,0.58438,0.70772,-0.95321
30:23.4,0.71012,0.76401,-1.31606
30:23.6,0.70653,0.69934,-1.32684
30:23.8,0.59875,0.77838,-1.22146
30:24.0,0.48139,0.80352,-1.22625
30:24.2,0.73048,0.79514,-1.26337
30:24.4,0.70772,0.75323,-1.3424
30:24.6,0.74365,0.87537,-1.35797
30:24.8,0.51253,0.94483,-1.37593
30:25.0,0.68138,0.85023,-1.32803
30:25.2,0.76401,0.69575,-1.3927
30:25.4,0.673,0.72808,-1.01548
30:25.6,0.72808,0.79275,-1.08494
30:25.8,0.6718,0.78317,-1.28373
30:26.0,0.68856,0.80592,-1.36755
30:26.2,0.83346,0.99393,-1.23343
30:26.4,0.6251,1.27894,-1.43461
30:26.6,0.78915,0.6239,-1.33402
30:26.8,0.75203,0.84544,-1.37114
30:27.0,0.65024,0.76401,-1.31965
30:27.2,0.63228,0.80233,-1.38072
30:27.4,0.8634,0.59276,-1.38192
30:27.6,0.63228,0.99153,-0.87537
30:27.8,0.8143,0.58438,-1.3436
30:28.0,0.68737,0.73287,-1.46575
30:28.2,0.63348,0.92807,-1.20948
30:28.4,0.89573,1.04303,-1.16397
30:28.6,0.76401,0.60474,-1.65376
30:28.8,0.50415,1.03704,-1.2969
30:29.0,0.63587,0.85142,-1.32444
30:29.2,0.73527,0.72209,-1.31726
30:29.4,0.45265,1.01309,-1.18433
30:29.6,0.74485,0.84065,-1.41306
30:29.8,0.7652,0.84783,-1.24421
30:30.0,0.59755,1.2981,-1.49568
30:30.2,0.04311,0.72209,-2.4022
30:30.4,0.49816,1.04422,-1.43461
30:30.6,0.59516,0.71611,-1.82021
30:30.8,0.13531,0.60833,-1.70525
30:31.0,1.09452,0.53049,-2.61057
30:31.2,0.44307,1.50047,-4.52898
30:31.4,0.62031,0.27303,-0.77838
30:31.6,0.72928,0.77239,-1.57951
30:31.8,0.93286,0.55803,-1.14242
30:32.0,0.79035,0.7197,-1.22265
30:32.2,0.41314,1.13404,-0.75443
30:32.4,0.5736,0.98914,-1.16158
30:32.6,0.61312,0.98794,-1.39988
30:32.8,1.3915,0.57959,-0.98076
30:33.0,0.67659,1.03824,-1.50646
30:33.2,0.65264,0.84065,-1.19032
30:33.4,0.70892,0.94244,-1.4382
30:33.6,1.05261,0.6227,-1.71004
30:33.8,0.85981,0.69695,-0.99992
30:34.0,0.71132,0.82149,-1.33881
30:34.2,0.8131,0.6227,-1.17355
30:34.4,0.67419,0.77718,-1.22146
30:34.6,0.72449,0.8646,-1.12565
30:34.8,0.6215,0.88136,-1.59987
30:35.0,0.57719,0.71012,-1.34719
30:35.2,0.70653,0.84544,-1.38312
30:35.4,0.673,0.82149,-1.24181
30:35.6,0.80352,0.62989,-0.92447
30:35.8,0.85861,0.68377,-1.29091
30:36.0,0.79155,0.70533,-1.32324
30:36.2,0.68737,0.94723,-1.25139
30:36.4,0.66222,0.8646,-1.02027
30:36.6,0.72569,0.75443,-1.26936
30:36.8,0.58318,0.89453,-1.2957
30:37.0,0.84424,0.79754,-1.22385
30:37.2,0.80352,0.66102,-1.12805
30:37.4,0.77718,0.83586,-1.19631
30:37.6,0.46463,0.80472,-1.23104
30:37.8,0.66342,0.82388,-1.22864
30:38.0,0.59755,0.87298,-1.22744
30:38.2,0.67419,0.80352,-1.07656
30:38.4,0.63468,0.77119,-1.02267
30:39.4,0.68497,0.71012,-1.152
30:39.6,0.71611,0.82029,-1.47054
30:39.8,0.7209,0.72928,-1.2981
30:40.0,0.65384,0.79035,-1.24421
30:40.2,0.67659,0.80233,-1.4382
30:40.4,0.57959,0.93525,-1.27534
30:40.6,0.41912,0.68138,-1.36276
30:40.8,0.74245,0.84304,-1.41904
30:41.0,0.61911,0.79035,-1.33761
30:41.2,0.673,0.79993,-1.28373
30:41.4,0.67419,0.9125,-1.17715
30:41.6,0.74844,0.93286,-1.46694
30:41.8,0.62869,0.73527,-1.24301
30:42.0,0.39517,1.01429,-1.02866
30:42.2,0.6718,0.77957,-1.28373
30:42.4,0.74604,0.78077,-1.21666
30:42.6,0.861,0.70892,-0.88974
30:42.8,0.45744,0.96279,-1.48371
30:43.0,0.47541,0.7688,-0.22393
30:43.2,0.86699,0.69695,-1.57831
30:43.4,0.7688,1.08614,-0.82628
30:43.6,0.61073,1.36396,-0.79394
30:43.8,0.85621,0.48978,-1.80943
30:44.0,0.80592,0.58318,-1.27295
30:44.2,0.82987,0.74844,-1.42264
30:44.4,0.45864,0.8155,-1.42264
30:44.6,0.78676,0.80352,-1.33881
30:44.8,0.63468,0.72329,-1.30648
30:45.0,0.48499,1.07416,-1.34959
30:45.2,0.69096,0.68976,-1.23702
30:45.4,0.71491,0.75922,-1.27295
30:45.6,0.69814,0.79993,-1.35438
30:45.8,0.80951,0.49576,-0.94483
30:46.0,0.64545,0.87298,-1.09452
30:46.2,0.87777,0.64905,-1.28013
30:46.4,0.1437,1.33282,-1.38791
30:46.6,0.92807,0.21315,-1.55436
30:46.8,0.84544,0.53528,-1.41665
30:47.0,0.56163,0.77838,-0.96878
30:47.2,0.83466,0.82268,-1.56873
30:47.4,0.78676,0.68497,-0.87657
30:47.6,0.32452,0.82628,-1.19391
30:47.8,0.53768,0.86819,-1.86212
30:48.0,0.47541,0.65503,-1.36995
30:48.2,0.75802,0.89693,-1.06099
30:48.4,0.56881,0.88136,-1.02506
30:48.6,1.0071,0.21076,-1.11009
30:48.8,0.57719,0.88735,-1.32324
30:49.0,0.63468,0.70293,-1.30169
30:49.2,0.51133,1.06458,-1.31366
30:49.4,0.64066,0.69455,-1.29091
30:49.6,0.63348,0.8131,-1.728
30:49.8,1.01548,0.62629,-0.9113
30:50.0,0.64426,0.861,-1.03824
30:50.2,0.7688,0.51133,-1.60226
30:50.4,0.6227,0.62629,-0.67539
30:50.6,0.61671,0.96519,-1.31606
30:50.8,0.82149,0.74125,-1.19511
30:51.0,0.05388,1.48491,-1.79147
30:51.2,0.53768,0.66581,-1.62502
30:51.4,0.78317,0.66701,-1.21666
30:51.6,0.04909,1.31845,-1.11248
30:51.8,0.44188,-0.19279,-1.22864
30:52.0,0.58438,0.99393,-0.958
30:52.2,0.79634,0.3808,-1.6346
30:52.4,0.84783,0.08861,-0.36883
30:52.6,0.61073,0.48858,-1.91242
30:52.8,0.44547,0.99632,-1.24181
30:53.0,0.65144,0.61552,-1.14601
30:53.2,0.72449,1.00111,-1.08494
30:53.4,0.41194,0.68856,-1.01069
30:53.6,0.81909,0.37122,-1.73159
30:53.8,0.68856,0.72329,-1.37354
30:54.0,0.53408,0.63468,-1.04183
30:54.2,0.92567,0.4778,-0.88615
30:54.4,1.74237,0.4287,0.80831
30:54.6,0.87897,-0.73407,-4.21523
30:54.8,-1.2957,2.12797,-2.62254
30:55.0,1.67531,2.77463,-0.91729
30:55.2,-0.49576,0.41194,-1.14002
30:55.4,1.75914,1.20469,0.40835
30:55.7,-6.08095,-1.05141,0.39038
30:55.9,0.48379,1.06458,-1.76512
30:56.1,3.27518,0.78436,-2.4034
30:56.3,0.4311,0.49097,-1.15918
30:56.5,0.72329,0.82268,-1.07296
30:56.7,0.44667,0.79754,-1.17355
30:56.9,0.57719,0.9113,-1.16278
30:57.1,0.65623,0.95561,-1.12446
30:57.3,0.60354,0.90411,-1.23583
30:57.5,0.52929,0.89334,-1.09572
30:57.7,0.59995,0.90052,-1.05859
30:57.9,0.64306,0.93645,-1.18912
30:58.1,0.71611,0.93046,-1.18792
30:58.3,0.68497,0.958,-1.16876
30:58.5,0.56642,0.90531,-0.98195
30:58.7,0.54007,0.97597,-1.15679
30:58.9,0.63108,0.87897,-1.12326
30:59.1,0.58198,0.89813,-1.22505
30:59.3,0.7676,0.80831,-1.11847
30:59.5,0.64665,0.89334,-1.04542
30:59.7,0.63827,0.85621,-1.152
30:59.9,0.6718,0.92328,-1.16278
31:00.1,0.70892,0.90531,-1.1508
31:00.3,0.8131,0.79993,-1.06099
31:00.5,0.50534,0.99034,-1.27175
31:00.7,0.8143,0.98315,-1.13763
31:00.9,0.61911,0.88615,-1.08973
31:01.1,0.60953,0.85502,-1.06698
31:01.3,0.6718,0.84065,-1.09212
31:01.5,0.64426,0.8646,-1.1987
31:01.7,0.64066,0.9113,-1.22026
31:01.9,0.65863,0.88974,-1.09691
31:02.1,0.73287,0.86819,-1.25499
31:02.3,0.65982,0.82747,-1.16637
31:02.5,0.69216,0.88615,-1.07775
31:02.7,0.58079,0.83226,-1.30768
31:02.9,0.63827,0.9592,-1.1053
31:03.1,0.52091,0.8646,-1.19152
31:03.3,0.82508,0.96519,-1.08853
31:03.5,0.7197,0.9101,-1.09452
31:03.7,0.72808,0.91849,-1.26337
31:03.9,0.68856,0.89453,-1.16757
31:04.1,0.68377,0.88974,-1.24181
31:04.3,0.66581,0.79394,-1.13044
31:04.5,0.62989,0.86939,-1.20229
31:04.7,0.56163,0.88735,-1.22265
31:04.9,0.61552,0.9089,-1.10889
31:05.1,0.65384,0.89453,-1.18673
31:05.3,0.43349,0.74365,-0.83107
31:05.5,0.7209,0.92687,-1.35079
31:05.7,0.61552,0.92807,-1.07296
31:05.9,0.60354,0.89693,-1.19511
31:06.1,0.65024,0.9101,-1.12685
31:06.3,0.66342,0.96519,-1.23463
31:06.5,0.70413,0.73646,-1.21666
31:06.7,0.60593,0.93046,-1.09212
31:06.9,0.50415,0.861,-1.19152
31:07.1,0.57001,0.79514,-1.24301
31:07.3,0.7173,0.94244,-1.14721
31:07.5,0.65144,0.84663,-1.14362
31:07.7,0.47062,0.95561,-1.17116
31:07.9,0.54007,0.97836,-1.08135
31:08.1,0.6694,0.93286,-1.16996
31:08.3,0.63587,0.96279,-1.08614
31:08.5,0.48259,1.0059,-0.95561
31:08.7,0.67659,0.97477,-1.17595
31:08.9,0.68617,0.95321,-1.34719
31:09.1,0.6239,0.92208,-1.06817
31:09.3,0.61671,0.9089,-1.04303
31:09.5,0.51971,0.85741,-1.1029
31:09.7,0.58198,0.90771,-1.31726
31:09.9,0.64066,0.89334,-1.22265
31:10.1,0.61312,0.91729,-1.22625
31:10.3,0.65503,0.80831,-1.05141
31:10.5,0.65863,0.8634,-1.14002
31:10.7,0.576,0.94962,-1.08254
31:10.9,0.70293,0.9113,-1.09931
31:11.1,0.61911,0.90292,-1.25738
31:11.3,0.62869,0.9113,-1.20948
31:11.5,0.68018,0.83586,-1.16158
31:11.7,0.62629,0.91489,-1.15679
31:11.9,0.64665,0.87897,-1.08135
31:12.1,0.7209,0.96639,-1.12446
31:12.3,0.60354,0.85262,-1.13164
31:12.5,0.61911,0.97237,-1.18313
31:12.7,0.66581,0.81191,-1.07057
31:12.9,0.70892,0.86819,-1.19152
31:13.1,0.65264,0.88256,-1.05141
31:13.3,0.65024,0.93525,-1.16637
31:13.5,0.67419,0.85502,-1.21187
31:13.7,0.62989,0.9101,-1.12805
31:13.9,0.61791,0.88974,-1.1496
31:14.1,0.67898,0.85861,-1.18553
31:14.3,0.64306,0.97716,-1.1029
31:14.5,0.70653,0.86579,-1.11488
31:14.7,0.58198,0.94842,-1.11607
31:14.9,0.54007,0.85861,-1.1975
31:15.1,0.62869,0.91369,-1.2466
31:15.3,0.68138,0.86699,-0.98914
31:15.5,0.64306,0.88615,-1.07656
31:15.7,0.70293,1.00471,-1.1999
31:15.9,0.56043,0.84424,-1.19152
31:16.1,0.59875,0.93765,-1.13523
31:16.3,0.62869,0.9113,-1.12086
31:16.5,0.66461,0.94124,-1.16038
